Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
CO1 9TW,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-02-01,2019-04-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9TX,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-02-01,2019-09-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9TY,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-04-01,2020-05-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9TZ,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-04-01,,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UA,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-05-01,2022-06-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UB,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-05-01,2020-06-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UD,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-02-01,2024-01-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UE,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-07-01,2020-08-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UF,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-08-01,2019-09-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UG,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-09-01,2021-10-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UH,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-09-01,2020-06-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UJ,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-09-01,2020-11-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UL,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-11-01,2020-12-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UN,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-11-01,2020-12-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UP,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-12-01,2020-07-01,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UQ,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2019-12-01,,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UR,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-01-01,,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9US,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-02-01,2020-10-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UT,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-04-01,2023-03-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UU,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-05-01,2021-01-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UW,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-06-01,2021-07-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UX,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-06-01,2022-07-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UY,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-06-01,2020-09-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9UZ,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-07-01,2020-11-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WA,No,51.889793,0.898830,599577,225220,TL995252,Castle,"Colchester, unparished area",2007-12-01,2007-12-01,37,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 9WB,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-07-01,2024-08-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WD,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-07-01,2023-01-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WE,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-02-01,2023-07-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WF,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-08-01,,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WG,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2023-01-01,,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WJ,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-01-01,2021-07-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WL,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-09-01,2022-02-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WN,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-09-01,2021-01-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WP,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-10-01,2021-03-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WQ,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-10-01,2021-02-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WR,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-11-01,2021-11-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WT,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-01-01,2021-08-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WU,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2020-12-01,2021-04-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WW,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-03-01,2022-03-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WX,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-03-01,2022-04-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9WY,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-03-01,2023-01-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XA,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-04-01,2021-08-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XB,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-05-01,2021-12-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XD,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-05-01,2023-10-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XE,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-05-01,2023-06-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XF,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-06-01,2021-10-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XG,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-07-01,2022-08-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XH,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-07-01,2022-05-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XJ,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-07-01,2021-10-01,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XL,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-08-01,,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XN,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-09-01,2022-04-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XP,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-09-01,2023-10-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XR,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2021-10-01,2023-11-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XU,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-02-01,2022-05-01,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XW,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-09-01,2022-11-01,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XX,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-04-01,2022-11-01,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XY,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-05-01,2022-10-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9XZ,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-05-01,2022-06-01,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9YA,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-05-01,,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9YB,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-06-01,,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9YD,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-06-01,,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9YE,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-07-01,,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9YF,Yes,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-07-01,,58,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9YG,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-08-01,2023-01-01,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9YH,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2022-12-01,2023-08-01,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
CO1 9YJ,No,51.817005,0.745427,589328,216717,TL893167,Tiptree,Tiptree,2023-01-01,2023-05-01,59,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021727,Colchester 020E,E01021727,Colchester 020E
